resolution,split,model,threshold,evaluated_samples,path_found_rate,success_rate_collision_free,unsafe_found_rate,collision_rate_among_found,planning_safety_utility,mean_map_iou,mean_collision_fraction_found,mean_path_false_positive_fraction_found,mean_inference_ms,mean_planning_ms
128,test,rgb_baseline,0.7,508,0.3169291338582677,0.21850393700787402,0.0984251968503937,0.3105590062111801,0.12007874015748032,0.5777110863798485,0.021403748267200262,0.021403748267200262,5.116757084743861,0.438212793124253
128,test,rgb_baseline,0.75,508,0.2755905511811024,0.19291338582677164,0.08267716535433071,0.3,0.11023622047244092,0.5706545702780907,0.018940349936682754,0.018940349936682754,5.116757084743861,0.324141534822663
128,test,rgbd_concat_baseline,0.05,508,1.0,0.47244094488188976,0.5275590551181102,0.5275590551181102,-0.05511811023622043,0.25170769710380747,0.15271553303407262,0.15271553303407262,5.086085825790028,1.98063464385208
128,test,rgbd_concat_baseline,0.1,508,0.8169291338582677,0.4015748031496063,0.4153543307086614,0.5084337349397591,-0.013779527559055094,0.46281194546732596,0.1279583919169457,0.1279583919169457,5.086085825790028,1.6267842557702918
128,test,rgbd_concat_baseline,0.15,508,0.5708661417322834,0.29133858267716534,0.2795275590551181,0.4896551724137931,0.011811023622047223,0.5284123544929182,0.12323225844706426,0.12323225844706426,5.086085825790028,1.1722330734093387
128,test,rgbd_concat_baseline,0.2,508,0.5236220472440944,0.27165354330708663,0.25196850393700787,0.48120300751879697,0.019685039370078816,0.5433372213151116,0.11730000231838927,0.11730000231838927,5.086085825790028,0.9456734279790292
128,test,rgbd_concat_baseline,0.25,508,0.5059055118110236,0.27165354330708663,0.234251968503937,0.46303501945525294,0.03740157480314965,0.5521640491342865,0.11026370525799521,0.11026370525799521,5.086085825790028,0.8603879908286768
128,test,rgbd_concat_baseline,0.3,508,0.49606299212598426,0.26968503937007876,0.2263779527559055,0.45634920634920634,0.04330708661417326,0.558696345959603,0.10553596596856331,0.10553596596856331,5.086085825790028,0.8261358284292464
128,test,rgbd_concat_baseline,0.35,508,0.484251968503937,0.265748031496063,0.21850393700787402,0.45121951219512196,0.04724409448818906,0.5639445637709585,0.10025638490627856,0.10025638490627856,5.086085825790028,0.7845145674499382
128,test,rgbd_concat_baseline,0.4,508,0.4744094488188976,0.26968503937007876,0.2047244094488189,0.4315352697095436,0.0649606299212599,0.5681348411089576,0.08984751503833044,0.08984751503833044,5.086085825790028,0.7650080667698653
128,test,rgbd_concat_baseline,0.45,508,0.46062992125984253,0.2677165354330709,0.19291338582677164,0.4188034188034188,0.07480314960629925,0.5711300475283431,0.0792872871426206,0.0792872871426206,5.086085825790028,0.7251120082150382
128,test,rgbd_concat_baseline,0.5,508,0.4507874015748031,0.2618110236220472,0.1889763779527559,0.4192139737991266,0.07283464566929132,0.5713995460466519,0.07551558864322463,0.07551558864322463,5.086085825790028,0.7298393715832998
128,test,rgbd_concat_baseline,0.55,508,0.4271653543307087,0.25,0.17716535433070865,0.4147465437788018,0.07283464566929132,0.5650006529668131,0.06813854747591602,0.06813854747591602,5.086085825790028,0.6548383861677501
128,test,rgbd_concat_baseline,0.6,508,0.3956692913385827,0.23228346456692914,0.16338582677165353,0.4129353233830846,0.06889763779527558,0.5623865344366349,0.06377574140495984,0.06377574140495984,5.086085825790028,0.6136712592964126
