profile,split,threshold,rows,unique_samples,repeats,path_found_rate,success_rate_collision_free,unsafe_found_rate,collision_rate_among_found,planning_safety_utility,mean_map_iou,std_map_iou,mean_collision_fraction_found,mean_inference_ms,mean_encoder_ms,mean_channel_ms,mean_decoder_ms
q8_bpsk_ebn0_2,test,0.7,1524,508,3,0.24803149606299213,0.14698162729658792,0.1010498687664042,0.4074074074074074,0.04593175853018372,0.5768575799108324,0.20681393680048005,0.03956904770060758,9.489106035454007,4.674550263196465,1.5408749308063114,3.273680841451232
q8_bpsk_ebn0_2,test,0.75,1524,508,3,0.21653543307086615,0.12992125984251968,0.08661417322834646,0.4,0.04330708661417321,0.5772402445036401,0.21190665808533543,0.03727373653516552,9.489106035454007,4.674550263196465,1.5408749308063114,3.273680841451232
q8_bpsk_ebn0_2,val,0.1,582,194,3,0.738831615120275,0.5120274914089347,0.2268041237113402,0.30697674418604654,0.2852233676975944,0.5430830820684157,0.2541380081259194,0.04950403943125252,8.586203271388701,4.260043814839136,1.5142764628119127,2.811882993737652
q8_bpsk_ebn0_2,val,0.15,582,194,3,0.7010309278350515,0.4965635738831615,0.20446735395189003,0.2916666666666667,0.29209621993127155,0.561188315261951,0.26660212047298065,0.04107333699741004,8.586203271388701,4.260043814839136,1.5142764628119127,2.811882993737652
q8_bpsk_ebn0_2,val,0.2,582,194,3,0.6769759450171822,0.48625429553264604,0.19072164948453607,0.2817258883248731,0.2955326460481099,0.5737747447202465,0.2754548096281812,0.037411686360482414,8.586203271388701,4.260043814839136,1.5142764628119127,2.811882993737652
q8_bpsk_ebn0_2,val,0.25,582,194,3,0.647766323024055,0.47594501718213056,0.1718213058419244,0.26525198938992045,0.3041237113402061,0.5837800437530415,0.28283500752457286,0.035822214909598374,8.586203271388701,4.260043814839136,1.5142764628119127,2.811882993737652
q8_bpsk_ebn0_2,val,0.3,582,194,3,0.627147766323024,0.46563573883161513,0.16151202749140894,0.25753424657534246,0.3041237113402062,0.5918909435849778,0.2891924220592068,0.03553552920186733,8.586203271388701,4.260043814839136,1.5142764628119127,2.811882993737652
q8_bpsk_ebn0_2,val,0.35,582,194,3,0.6065292096219931,0.4587628865979381,0.14776632302405499,0.24362606232294617,0.31099656357388317,0.5982717184621952,0.29466416485058927,0.032642407891007946,8.586203271388701,4.260043814839136,1.5142764628119127,2.811882993737652
q8_bpsk_ebn0_2,val,0.4,582,194,3,0.5859106529209622,0.4381443298969072,0.14776632302405499,0.25219941348973607,0.2903780068728522,0.6034740105081031,0.29928767161672487,0.03235885230820814,8.586203271388701,4.260043814839136,1.5142764628119127,2.811882993737652
q8_bpsk_ebn0_2,val,0.45,582,194,3,0.5584192439862543,0.42783505154639173,0.13058419243986255,0.23384615384615384,0.29725085910652915,0.6076317166658808,0.30341506421858466,0.031534528180792956,8.586203271388701,4.260043814839136,1.5142764628119127,2.811882993737652
q8_bpsk_ebn0_2,val,0.5,582,194,3,0.5309278350515464,0.41408934707903783,0.11683848797250859,0.22006472491909385,0.29725085910652926,0.611110861580264,0.30683165234049353,0.03015652862393388,8.586203271388701,4.260043814839136,1.5142764628119127,2.811882993737652
q8_bpsk_ebn0_2,val,0.55,582,194,3,0.5034364261168385,0.3917525773195876,0.11168384879725086,0.22184300341296928,0.2800687285223368,0.6140203526329487,0.309899254589289,0.03033842671618628,8.586203271388701,4.260043814839136,1.5142764628119127,2.811882993737652
q8_bpsk_ebn0_2,val,0.6,582,194,3,0.47079037800687284,0.36769759450171824,0.10309278350515463,0.21897810218978103,0.26460481099656363,0.6164801929789305,0.3126670865305137,0.031238908231021104,8.586203271388701,4.260043814839136,1.5142764628119127,2.811882993737652
q8_bpsk_ebn0_2,val,0.65,582,194,3,0.43470790378006874,0.3384879725085911,0.09621993127147767,0.22134387351778656,0.24226804123711343,0.618509528501475,0.3152283513863812,0.031115392708603952,8.586203271388701,4.260043814839136,1.5142764628119127,2.811882993737652
q8_bpsk_ebn0_2,val,0.7,582,194,3,0.39347079037800686,0.3075601374570447,0.0859106529209622,0.2183406113537118,0.22164948453608252,0.6200623980263563,0.3178175167857392,0.032520878152635546,8.586203271388701,4.260043814839136,1.5142764628119127,2.811882993737652
q8_bpsk_ebn0_2,val,0.75,582,194,3,0.36597938144329895,0.28350515463917525,0.08247422680412371,0.22535211267605634,0.20103092783505155,0.621027159126639,0.32050322887569815,0.03188001166134194,8.586203271388701,4.260043814839136,1.5142764628119127,2.811882993737652
q8_bpsk_ebn0_4,test,0.1,1524,508,3,0.6377952755905512,0.35958005249343833,0.2782152230971129,0.43621399176954734,0.0813648293963255,0.6133071256148941,0.19260386731211732,0.09044877009273715,9.06725321377547,4.454330119990018,1.5002667990676921,3.112656294717759
q8_bpsk_ebn0_4,test,0.15,1524,508,3,0.6056430446194225,0.3451443569553806,0.260498687664042,0.4301191765980498,0.08464566929133865,0.6249260326007922,0.19929339736844248,0.08074495900952755,9.06725321377547,4.454330119990018,1.5002667990676921,3.112656294717759
