variant,seed,latent_channels,best_epoch,best_val_iou,val_iou,val_f1,test_iou,test_f1,test_precision,test_recall,parameter_count,checkpoint_bytes,q8_payload_kbit,elapsed_seconds,payload_semantic_shape,payload_semantic_values,payload_float32_payload_bits,payload_q8_payload_bits_including_minmax,payload_compression_vs_rgbd_float32,payload_compression_vs_rgb8_depth16
strict_l8_seed23,20260723,8,13,0.7238861713769265,0.7238861713769265,0.8398305908655247,0.6584126803990235,0.7940275514850046,0.8019088908799865,0.7862996244315169,3074569,12377626,16.448,1602.6636860370636,"[8, 16, 16]",2048,65536,16448,127.50194552529183,39.8443579766537
strict_l16_seed23,20260723,16,7,0.6843045563255439,0.6843045563255439,0.8125662943022287,0.5586608203909353,0.7168471968960788,0.788555481614939,0.657093567614257,3095057,12459610,32.832,1221.1188397407532,"[16, 16, 16]",4096,131072,32832,63.875243664717345,19.96101364522417
strict_l32_seed23,20260723,32,13,0.6995023405173098,0.6995023405173098,0.8231849093907425,0.5686920568327828,0.7250525097896652,0.8298183043958054,0.6437749643281521,3136033,12623578,65.6,1572.9837193489075,"[32, 16, 16]",8192,262144,65600,31.968780487804878,9.990243902439024
